COD_MATERIAL,COD_CHAR,VALUE_COMBINED
24067000,L1015,1
24419000,L1015,1
23924003,L1015,1
30530002,L1015,1
33265003,L1015,1
1018142430,L1015,1
104989KF00,L1380,1
33557003,L1015,1
3246920E,L1015,1
24367GL0,L1015,1
32210000,L1015,1
29521DC0,L1015,1
31656AP0,L1200,1
31655AP0,L1200,1
32765000,L1015,1
32618003,L1015,1
33281003,L1015,1
27251000,L1292,1
19783A00,L1015,1
23590EN1,L1015,1
33390002,L1015,1
31341000,L1015,1
32207001,L1015,1
23810000,L1015,1
23800000,L1015,1
23141000,L1015,1
24169GN1,L1015,1
239682433,L1015,1
24364AL0,L1015,1
23885001,L1015,1
23845003,L1015,1
23980003,L1015,1
23886001,L1015,1
23589A01,L1015,1
24095001,L1015,1
23894001,L1015,1
24058DA1,L1015,1
24199001,L1015,1
33848GN1,L1015,1
1136950000,L1015,1
2339700E,L1015,1
24375IG0,L1015,1
24427000,L1015,1
23438000,L1015,1
29118000,L1228,1
31565SD0,L1200,1
31726SD0,L1200,1
32467001,L1015,1
30617000,L1015,1
33848DC1,L1015,1
32560001,L1015,1
30194000,L1015,1
49038LS0,L1228,1
26866KF0,L1042,1
31685000,L1015,1
32792000,L1015,1
32109AL1,L1015,1
32842000,L1015,1
32279000,L1015,1
31584SD0,L1200,1
1012310000,L1015,1
1017302430,L1015,1
1017512430,L1015,1
23924002,L1015,1
24419AL0,L1015,1
19297DC1,L1015,1
19315000,L1015,1
48361BE0,L1228,1
32269000,L1015,1
33156002,L1015,1
24368GL0,L1015,1
23441000,L1015,1
32935GN1,L1015,1
32653DA3,L1015,1
23590DC1,L1015,1
23570003,L1015,1
25250A01,L1015,1
24259IG0,L1015,1
24168DC1,L1015,1
23405DC1,L1015,1
32632000,L1015,1
32631KS0,L1015,1
23491GN1,L1015,1
332652433,L1015,1
25248PF1,L1015,1
24093DL4,L1015,1
23846GN4,L1015,1
23590001,L1015,1
24164003,L1015,1
23585001,L1015,1
25251GL1,L1015,1
24364000,L1015,1
2337210E,L1015,1
24167001,L1015,1
24422AL0,L1015,1
23771000,L1015,1
24456000,L1015,1
24171A01,L1015,1
19576001,L1015,1
24373000,L1015,1
24073000,L1015,1
24092DA1,L1015,1
24066003,L1015,1
26187000,L1042,1
24095DL1,L1015,1
1136980000,L1015,1
37187000,L1169,1
3292500E,L1015,1
23341000,L1015,1
23449002,L1015,1
23337001,L1015,1
24362GL0,L1015,1
24370000,L1015,1
23431000,L1015,1
3282500E,L1015,1
30260003,L1015,1
31884AP0,L1200,1
38595P00,L1284,1
38595000,L1284,1
29406000,L1015,1
30464DC0,L1015,1
29123GN0,L1228,1
237782431,L1015,1
24356KF0,L1015,1
32279001,L1015,1
29147000,L1228,1
38676000,L1169,1
34294000,L1015,1
1017802430,L1015,1
19409000,L1015,1
1018772430,L1015,1
1047440000,L1015,1
104742AL00,L1015,1
104744GL00,L1015,1
29402000,L1015,1
19578GN1,L1015,1
29521AL0,L1015,1
24047LS3,L1015,1
23657000,L1015,1
23764001,L1015,1
32832000,L1015,1
32612003,L1015,1
32653GL3,L1015,1
32771000,L1015,1
32768000,L1015,1
23138DC0,L1015,1
24172001,L1015,1
23570LS3,L1015,1
32652AL3,L1015,1
33865001,L1015,1
23491DL1,L1015,1
23667000,L1015,1
24356MG0,L1015,1
24167GN1,L1015,1
32618DL4,L1015,1
33577DL4,L1015,1
24323001,L1015,1
24092GL1,L1015,1
19285DA1,L1015,1
241652433,L1015,1
24062000,L1015,1
24372IG0,L1015,1
27266001,L1042,1
26866DL0,L1042,1
26852000,L1042,1
1018680000,L1015,1
1018132430,L1015,1
33849GN1,L1015,1
1136940000,L1015,1
23119A00,L1015,1
24279DC0,L1015,1
23342000,L1015,1
23707003,L1015,1
26508DA0,L1042,1
19451002,L1015,1
233222433,L1015,1
26885MS0,L1042,1
31129DC1,L1015,1
31199000,L1015,1
328852430,L1015,1
32197KS0,L1015,1
32274000,L1015,1
32764000,L1015,1
29406MS0,L1015,1
31691000,L1015,1
32115000,L1015,1
23202000,L1015,1
23055002,L1015,1
23929003,L1015,1
1017770000,L1015,1
2339200E,L1015,1
24340000,L1015,1
43998000,L1284,1
37053000,L1284,1
104743DC00,L1015,1
23214000,L1015,1
24178DA1,L1003,"1 1/4"""
23843003,L1003,"1 1/4"""
24178BE1,L1003,"1 1/4"""
23764001,L1003,"1 1/4"""
32612AL3,L1003,"1 1/4"""
32628GL1,L1003,"1 1/4"""
32788000,L1003,"1 1/4"""
23455001,L1003,"1 1/4"""
32304RR0,L1003,"1 1/4"""
33155000,L1003,"1 1/4"""
20620RR0,L1003,"1 1/4"""
23117000,L1003,"1 1/4"""
20014000,L1003,"1 1/4"""
23589DA1,L1003,"1 1/4"""
24027000,L1003,"1 1/4"""
24026000,L1003,"1 1/4"""
20620000,L1003,"1 1/4"""
24183001,L1003,"1 1/4"""
24364DL0,L1003,"1 1/4"""
23403A01,L1003,"1 1/4"""
24174GF1,L1003,"1 1/4"""
24173DE1,L1003,"1 1/4"""
24160MG1,L1003,"1 1/4"""
20296000,L1003,"1 1/4"""
24160MS1,L1003,"1 1/4"""
20304000,L1003,"1 1/4"""
21144MG0,L1003,"1 1/4"""
24160DL1,L1003,"1 1/4"""
24400DC0,L1003,"1 1/4"""
32723000,L1003,"1 1/4"""
33244001,L1003,"1 1/4"""
32723001,L1003,"1 1/4"""
32560000,L1003,"1 1/4"""
23403KF1,L1003,"1 1/4"""
24353KF0,L1003,"1 1/4"""
20649KF0,L1003,"1 1/4"""
233452431,L1003,"1 1/4"""
1017510000,L1003,"1 1/4"""
20593GN0,L1003,"1 1/4"""
23043002,L1003,"1 1/4"""
24365AL0,L1003,"1 1/4"""
23226000,L1003,"1 1/4"""
23109AL0,L1003,"1 1/4"""
20595DL0,L1003,"1 1/4"""
24364MS0,L1003,"1 1/4"""
21138GL0,L1003,"1 1/4"""
1017322430,L1003,"1 1/4"""
23352001,L1003,"1 1/4"""
21106000,L1003,"1 1/4"""
24178AL1,L1003,"1 1/4"""
32757GL1,L1003,"1 1/4"""
32612003,L1003,"1 1/4"""
33268000,L1003,"1 1/4"""
23064000,L1003,"1 1/4"""
23589DC1,L1003,"1 1/4"""
23718LS3,L1003,"1 1/4"""
23654000,L1003,"1 1/4"""
33155IG0,L1003,"1 1/4"""
33106000,L1003,"1 1/4"""
21651IG0,L1003,"1 1/4"""
33133IM0,L1003,"1 1/4"""
33001RR0,L1003,"1 1/4"""
23541001,L1003,"1 1/4"""
23779000,L1003,"1 1/4"""
23775000,L1003,"1 1/4"""
20188AL1,L1003,"1 1/4"""
24353DL0,L1003,"1 1/4"""
23537003,L1003,"1 1/4"""
23809000,L1003,"1 1/4"""
23345001,L1003,"1 1/4"""
23710003,L1003,"1 1/4"""
233222433,L1003,"1 1/4"""
24174GN1,L1003,"1 1/4"""
24362GL0,L1003,"1 1/4"""
20301000,L1003,"1 1/4"""
33242LG0,L1003,"1 1/4"""
325602432,L1003,"1 1/4"""
32108003,L1003,"1 1/4"""
32929002,L1003,"1 1/4"""
24610000,L1003,"1 1/4"""
31032BK0,L1003,"1 1/4"""
33565000,L1003,"1 1/4"""
1017502430,L1003,"1 1/4"""
24480000,L1003,"1 1/4"""
20009AL3,L1003,"1 1/4"""
21143000,L1003,"1 1/4"""
23393243E,L1003,"1 1/4"""
104746AL00,L1003,"1 1/4"""
24652LG0,L1003,"1 1/4"""
21105IG0,L1003,"1 1/4"""
20893IG0,L1003,"1 1/4"""
23758000,L1003,"1 1/4"""
311372432,L1003,"1 1/4"""
1017522430,L1003,"1 1/4"""
33180IP0,L1003,"1 1/4"""
24173GL1,L1003,"1 1/4"""
33241IG0,L1003,"1 1/4"""
32250000,L1003,"1 1/4"""
24414000,L1003,"1 1/4"""
32208001,L1003,"1 1/4"""
33532000,L1003,"1 1/4"""
33153000,L1003,"1 1/4"""
24173PF1,L1003,"1 1/4"""
23871DL4,L1003,"1 1/4"""
23870004,L1003,"1 1/4"""
24003000,L1003,"1 1/4"""
32493000,L1003,"1 1/4"""
23810000,L1003,"1 1/4"""
23871003,L1003,"1 1/4"""
24173001,L1003,"1 1/4"""
24173AL1,L1003,"1 1/4"""
23060001,L1003,"1 1/4"""
21653IG0,L1003,"1 1/4"""
21653LG0,L1003,"1 1/4"""
23791DL1,L1003,"1 1/4"""
1136970000,L1003,"1 1/4"""
33201L00,L1003,"1 1/4"""
33201CA0,L1003,"1 1/4"""
21145DC0,L1003,"1 1/4"""
24014BE0,L1003,"1 1/4"""
24400000,L1003,"1 1/4"""
21145AL0,L1003,"1 1/4"""
23342001,L1003,"1 1/4"""
24400AL0,L1003,"1 1/4"""
21076000,L1003,"1 1/4"""
24013BE0,L1003,"1 1/4"""
21138DA0,L1003,"1 1/4"""
1017312430,L1003,"1 1/4"""
20147000,L1003,"1 1/4"""
20593DL0,L1003,"1 1/4"""
1047440000,L1003,"1 1/4"""
1047450000,L1003,"1 1/4"""
104746GL00,L1003,"1 1/4"""
20611IG0,L1003,"1 1/4"""
24407000,L1003,"1 1/4"""
20643MS0,L1003,"1 1/4"""
24178001,L1003,"1 1/4"""
23790001,L1003,"1 1/4"""
23911001,L1003,"1 1/4"""
33003RR0,L1003,"1 1/4"""
33153001,L1003,"1 1/4"""
24174PF1,L1003,"1 1/4"""
24170PF1,L1003,"1 1/4"""
23759000,L1003,"1 1/4"""
23805000,L1003,"1 1/4"""
23117A00,L1003,"1 1/4"""
23983003,L1003,"1 1/4"""
24364GN0,L1003,"1 1/4"""
23720003,L1003,"1 1/4"""
24353AL0,L1003,"1 1/4"""
24027DA3,L1003,"1 1/4"""
23589A01,L1003,"1 1/4"""
23969003,L1003,"1 1/4"""
20296AL1,L1003,"1 1/4"""
23589GN1,L1003,"1 1/4"""
24171A01,L1003,"1 1/4"""
23799001,L1003,"1 1/4"""
1016942430,L1003,"1 1/4"""
24171DE1,L1003,"1 1/4"""
33237000,L1003,"1 1/4"""
24160GL1,L1003,"1 1/4"""
21145GL0,L1003,"1 1/4"""
32628AL1,L1003,"1 1/4"""
32043003,L1003,"1 1/4"""
33243000,L1003,"1 1/4"""
32636LS0,L1003,"1 1/4"""
32885000,L1003,"1 1/4"""
32146MG1,L1003,"1 1/4"""
329292433,L1003,"1 1/4"""
33133NA0,L1003,"1 1/4"""
33134IS0,L1003,"1 1/4"""
32764000,L1003,"1 1/4"""
21134KF0,L1003,"1 1/4"""
24362KF0,L1003,"1 1/4"""
239152431,L1003,"1 1/4"""
31140000,L1003,"1 1/4"""
24013000,L1003,"1 1/4"""
1018322430,L1003,"1 1/4"""
23117AL0,L1003,"1 1/4"""
23425000,L1003,"1 1/4"""
21023000,L1003,"1 1/4"""
20595AL0,L1003,"1 1/4"""
21105Z00,L1003,"1 1/4"""
21014IG0,L1003,"1 1/4"""
23443000,L1003,"1 1/4"""
32183LS0,L1003,"1 1/4"""
3261200E,L1003,"1 1/4"""
33275IG0,L1003,"1 1/4"""
23709LS3,L1003,"1 1/4"""
32618002,L1003,"1 1/4"""
33190001,L1003,"1 1/4"""
20653IG0,L1003,"1 1/4"""
33122000,L1003,"1 1/4"""
33085IG0,L1003,"1 1/4"""
32612GN4,L1003,"1 1/4"""
33038AG0,L1003,"1 1/4"""
33848000,L1003,"1 1/4"""
23564003,L1003,"1 1/4"""
24180001,L1003,"1 1/4"""
24353GN0,L1003,"1 1/4"""
24171DL1,L1003,"1 1/4"""
20296GN1,L1003,"1 1/4"""
23589001,L1003,"1 1/4"""
23887001,L1003,"1 1/4"""
21106LG0,L1003,"1 1/4"""
23791GN1,L1003,"1 1/4"""
24407L00,L1003,"1 1/4"""
24362MS0,L1003,"1 1/4"""
20299001,L1003,"1 1/4"""
23456003,L1003,"1 1/4"""
20649GL0,L1003,"1 1/4"""
20649GN0,L1003,"1 1/4"""
32757001,L1003,"1 1/4"""
36236001,L1003,"1 1/4"""
36251000,L1003,"1 1/4"""
33244002,L1003,"1 1/4"""
32935DC1,L1003,"1 1/4"""
32146MS1,L1003,"1 1/4"""
33134IP0,L1003,"1 1/4"""
33134000,L1003,"1 1/4"""
32424000,L1003,"1 1/4"""
21144KF0,L1003,"1 1/4"""
32114DC1,L1003,"1 1/4"""
1018610000,L1003,"1 1/4"""
1017670000,L1003,"1 1/4"""
1018320000,L1003,"1 1/4"""
21023BE0,L1003,"1 1/4"""
23403GN1,L1003,"1 1/4"""
33265003,L1003,"1 1/4"""
104742DC00,L1003,"1 1/4"""
20048BE0,L1003,"1 1/4"""
32193KS0,L1003,"1 1/4"""
1017520000,L1003,"1 1/4"""
23296001,L1003,"1 1/4"""
24174DC1,L1003,"1 1/4"""
32926003,L1003,"1 1/4"""
23708003,L1003,"1 1/4"""
24173DL1,L1003,"1 1/4"""
23707LS3,L1003,"1 1/4"""
21650AG0,L1003,"1 1/4"""
20651AG0,L1003,"1 1/4"""
23871AL4,L1003,"1 1/4"""
23851GN4,L1003,"1 1/4"""
237792431,L1003,"1 1/4"""
23109000,L1003,"1 1/4"""
23800000,L1003,"1 1/4"""
24353GL0,L1003,"1 1/4"""
23554001,L1003,"1 1/4"""
24363MG0,L1003,"1 1/4"""
20188DC1,L1003,"1 1/4"""
20188MS1,L1003,"1 1/4"""
24171DC1,L1003,"1 1/4"""
23871DC3,L1003,"1 1/4"""
23899001,L1003,"1 1/4"""
23106DL1,L1003,"1 1/4"""
23296DL1,L1003,"1 1/4"""
33317000,L1003,"1 1/4"""
21022AL3,L1003,"1 1/4"""
23037002,L1003,"1 1/4"""
20009DC3,L1003,"1 1/4"""
20649AL0,L1003,"1 1/4"""
24395KF1,L1003,"1 1/4"""
23356000,L1003,"1 1/4"""
24160GN1,L1003,"1 1/4"""
23917001,L1003,"1 1/4"""
24174GL1,L1003,"1 1/4"""
32557000,L1003,"1 1/4"""
32558000,L1003,"1 1/4"""
32825000,L1003,"1 1/4"""
32757000,L1003,"1 1/4"""
32305CA0,L1003,"1 1/4"""
32757KF1,L1003,"1 1/4"""
233522431,L1003,"1 1/4"""
1017512430,L1003,"1 1/4"""
24012BE0,L1003,"1 1/4"""
23403DC1,L1003,"1 1/4"""
23043003,L1003,"1 1/4"""
20595000,L1003,"1 1/4"""
24365000,L1003,"1 1/4"""
33265002,L1003,"1 1/4"""
20611L00,L1003,"1 1/4"""
20008AL3,L1003,"1 1/4"""
20008000,L1003,"1 1/4"""
32146A01,L1003,"1 1/4"""
23325000,L1003,"1 1/4"""
23784000,L1003,"1 1/4"""
23780000,L1003,"1 1/4"""
23552002,L1003,"1 1/4"""
24171GN1,L1003,"1 1/4"""
24414AL0,L1003,"1 1/4"""
33241DC3,L1003,"1 1/4"""
33552002,L1003,"1 1/4"""
23575002,L1003,"1 1/4"""
32303RR0,L1003,"1 1/4"""
33154IG0,L1003,"1 1/4"""
21650IG0,L1003,"1 1/4"""
33003000,L1003,"1 1/4"""
23843GN4,L1003,"1 1/4"""
321142431,L1003,"1 1/4"""
24326001,L1003,"1 1/4"""
20619IG0,L1003,"1 1/4"""
23902001,L1003,"1 1/4"""
23885001,L1003,"1 1/4"""
23904001,L1003,"1 1/4"""
24173DA1,L1003,"1 1/4"""
20306000,L1003,"1 1/4"""
23811000,L1003,"1 1/4"""
23900001,L1003,"1 1/4"""
1018712430,L1003,"1 1/4"""
21652LG0,L1003,"1 1/4"""
33201IG0,L1003,"1 1/4"""
33201LG0,L1003,"1 1/4"""
33201000,L1003,"1 1/4"""
23450001,L1003,"1 1/4"""
2338420E,L1003,"1 1/4"""
20009DA3,L1003,"1 1/4"""
21012000,L1003,"1 1/4"""
20649MS0,L1003,"1 1/4"""
24175001,L1003,"1 1/4"""
32628BE1,L1003,"1 1/4"""
32757MG1,L1003,"1 1/4"""
233512431,L1003,"1 1/4"""
23403GL1,L1003,"1 1/4"""
21019000,L1003,"1 1/4"""
24365DC0,L1003,"1 1/4"""
20389000,L1003,"1 1/4"""
20595GN0,L1003,"1 1/4"""
1017320000,L1003,"1 1/4"""
32184LS0,L1003,"1 1/4"""
104780MS00,L1003,"1 1/4"""
104780DL00,L1003,"1 1/4"""
104742GL00,L1003,"1 1/4"""
32898001,L1003,"1 1/4"""
21019BE0,L1003,"1 1/4"""
24178EN1,L1003,"1 1/4"""
21019DC3,L1003,"1 1/4"""
32146DL1,L1003,"1 1/4"""
3355220E,L1003,"1 1/4"""
33156001,L1003,"1 1/4"""
33558000,L1003,"1 1/4"""
33244IZ0,L1003,"1 1/4"""
23138AL0,L1003,"1 1/4"""
32632000,L1003,"1 1/4"""
32134001,L1003,"1 1/4"""
33558001,L1003,"1 1/4"""
32303000,L1003,"1 1/4"""
32248000,L1003,"1 1/4"""
33003G00,L1003,"1 1/4"""
33153LG0,L1003,"1 1/4"""
21610L00,L1003,"1 1/4"""
24175PF1,L1003,"1 1/4"""
24178PF1,L1003,"1 1/4"""
20062CA0,L1003,"1 1/4"""
23776000,L1003,"1 1/4"""
23589AL1,L1003,"1 1/4"""
24363MS0,L1003,"1 1/4"""
23871AL3,L1003,"1 1/4"""
20188A01,L1003,"1 1/4"""
24353MG0,L1003,"1 1/4"""
23898001,L1003,"1 1/4"""
20062000,L1003,"1 1/4"""
23297000,L1003,"1 1/4"""
21652AG0,L1003,"1 1/4"""
33848DL1,L1003,"1 1/4"""
24174DE1,L1003,"1 1/4"""
21060000,L1003,"1 1/4"""
33237L00,L1003,"1 1/4"""
20208002,L1003,"1 1/4"""
21014000,L1003,"1 1/4"""
23322003,L1003,"1 1/4"""
24160DA1,L1003,"1 1/4"""
2337410E,L1003,"1 1/4"""
2337700E,L1003,"1 1/4"""
23325KW0,L1003,"1 1/4"""
23322001,L1003,"1 1/4"""
32647003,L1003,"1 1/4"""
33242L00,L1003,"1 1/4"""
32042GL3,L1003,"1 1/4"""
32935BE1,L1003,"1 1/4"""
36236000,L1003,"1 1/4"""
32757GN1,L1003,"1 1/4"""
3220400E,L1003,"1 1/4"""
239002431,L1003,"1 1/4"""
3356200E,L1003,"1 1/4"""
23405000,L1003,"1 1/4"""
23403AL1,L1003,"1 1/4"""
1017310000,L1003,"1 1/4"""
104746KF00,L1003,"1 1/4"""
104747MS00,L1003,"1 1/4"""
21600000,L1003,"1 1/4"""
20049000,L1003,"1 1/4"""
33160000,L1003,"1 1/4"""
23851003,L1003,"1 1/4"""
32183000,L1003,"1 1/4"""
23127DC0,L1003,"1 1/4"""
32766000,L1003,"1 1/4"""
32204000,L1003,"1 1/4"""
3318300E,L1003,"1 1/4"""
33155002,L1003,"1 1/4"""
21145MG0,L1003,"1 1/4"""
235522432,L1003,"1 1/4"""
23296AL1,L1003,"1 1/4"""
23974003,L1003,"1 1/4"""
33180MF0,L1003,"1 1/4"""
32304000,L1003,"1 1/4"""
33155001,L1003,"1 1/4"""
21651AG0,L1003,"1 1/4"""
20046000,L1003,"1 1/4"""
20613L00,L1003,"1 1/4"""
23843DL4,L1003,"1 1/4"""
23303IG0,L1003,"1 1/4"""
21093000,L1003,"1 1/4"""
23774001,L1003,"1 1/4"""
21134GN0,L1003,"1 1/4"""
20188000,L1003,"1 1/4"""
1018360000,L1003,"1 1/4"""
23790DL1,L1003,"1 1/4"""
21012AR0,L1003,"1 1/4"""
24363AL0,L1003,"1 1/4"""
32935DA1,L1003,"1 1/4"""
328852430,L1003,"1 1/4"""
32929003,L1003,"1 1/4"""
21616L00,L1003,"1 1/4"""
32757MS1,L1003,"1 1/4"""
239692433,L1003,"1 1/4"""
20188KF1,L1003,"1 1/4"""
237782431,L1003,"1 1/4"""
24010000,L1003,"1 1/4"""
21138GN0,L1003,"1 1/4"""
104742MS00,L1003,"1 1/4"""
32193000,L1003,"1 1/4"""
32108AL3,L1003,"1 1/4"""
24209002,L1003,"1 1/4"""
20643MG0,L1003,"1 1/4"""
32109000,L1003,"1 1/4"""
32288001,L1003,"1 1/4"""
23454000,L1003,"1 1/4"""
23909001,L1003,"1 1/4"""
32191000,L1003,"1 1/4"""
23064KS0,L1003,"1 1/4"""
24408DC0,L1003,"1 1/4"""
23754000,L1003,"1 1/4"""
33154LG0,L1003,"1 1/4"""
24171PF1,L1003,"1 1/4"""
20301AL4,L1003,"1 1/4"""
232962431,L1003,"1 1/4"""
23584001,L1003,"1 1/4"""
24200001,L1003,"1 1/4"""
24353DC0,L1003,"1 1/4"""
21134GL0,L1003,"1 1/4"""
20188GN1,L1003,"1 1/4"""
23760001,L1003,"1 1/4"""
23374003,L1003,"1 1/4"""
23462AL1,L1003,"1 1/4"""
23462BE1,L1003,"1 1/4"""
24178DE1,L1003,"1 1/4"""
21022DA3,L1003,"1 1/4"""
2337900E,L1003,"1 1/4"""
21134AL0,L1003,"1 1/4"""
21145DA0,L1003,"1 1/4"""
23459003,L1003,"1 1/4"""
24407IG0,L1003,"1 1/4"""
32647DC3,L1003,"1 1/4"""
33242000,L1003,"1 1/4"""
36331000,L1003,"1 1/4"""
32146KF1,L1003,"1 1/4"""
32130001,L1003,"1 1/4"""
32935001,L1003,"1 1/4"""
1017500000,L1003,"1 1/4"""
1017300000,L1003,"1 1/4"""
23403MS1,L1003,"1 1/4"""
20593DC0,L1003,"1 1/4"""
21138DC0,L1003,"1 1/4"""
1018772430,L1003,"1 1/4"""
1018572430,L1003,"1 1/4"""
33265001,L1003,"1 1/4"""
104746DC00,L1003,"1 1/4"""
1047420000,L1003,"1 1/4"""
21105L00,L1003,"1 1/4"""
20893L00,L1003,"1 1/4"""
32830000,L1003,"1 1/4"""
20008003,L1003,"1 1/4"""
23851DC3,L1003,"1 1/4"""
24178GL1,L1003,"1 1/4"""
3289800E,L1003,"1 1/4"""
32114001,L1003,"1 1/4"""
32628GN1,L1003,"1 1/4"""
32146DC1,L1003,"1 1/4"""
33561001,L1003,"1 1/4"""
33227000,L1003,"1 1/4"""
32204001,L1003,"1 1/4"""
32636000,L1003,"1 1/4"""
32647GL3,L1003,"1 1/4"""
32458BE0,L1003,"1 1/4"""
33001LG0,L1003,"1 1/4"""
20613IG0,L1003,"1 1/4"""
23844004,L1003,"1 1/4"""
33038LG0,L1003,"1 1/4"""
24009BE0,L1003,"1 1/4"""
21134MS0,L1003,"1 1/4"""
20188DA1,L1003,"1 1/4"""
20187000,L1003,"1 1/4"""
24327001,L1003,"1 1/4"""
23891001,L1003,"1 1/4"""
24347DC0,L1003,"1 1/4"""
23882001,L1003,"1 1/4"""
21134000,L1003,"1 1/4"""
2339000E,L1003,"1 1/4"""
20008GL3,L1003,"1 1/4"""
36234000,L1003,"1 1/4"""
32935DL1,L1003,"1 1/4"""
32628EN1,L1003,"1 1/4"""
33177002,L1003,"1 1/4"""
238982431,L1003,"1 1/4"""
1017580000,L1003,"1 1/4"""
1017490000,L1003,"1 1/4"""
1017570000,L1003,"1 1/4"""
20595DC0,L1003,"1 1/4"""
1018770000,L1003,"1 1/4"""
20143000,L1003,"1 1/4"""
1047800000,L1003,"1 1/4"""
20611T00,L1003,"1 1/4"""
20651LG0,L1003,"1 1/4"""
20643GN0,L1003,"1 1/4"""
32630000,L1003,"1 1/4"""
32043DA3,L1003,"1 1/4"""
33279000,L1003,"1 1/4"""
234542430,L1003,"1 1/4"""
21651000,L1003,"1 1/4"""
33003L00,L1003,"1 1/4"""
33603000,L1003,"1 1/4"""
33038IG0,L1003,"1 1/4"""
23445000,L1003,"1 1/4"""
23231000,L1003,"1 1/4"""
20305000,L1003,"1 1/4"""
24325001,L1003,"1 1/4"""
20188GL1,L1003,"1 1/4"""
1018710000,L1003,"1 1/4"""
24178GF1,L1003,"1 1/4"""
33234000,L1003,"1 1/4"""
21022GL3,L1003,"1 1/4"""
24369IG0,L1003,"1 1/4"""
20009BE0,L1003,"1 1/4"""
2338010E,L1003,"1 1/4"""
23445AL0,L1003,"1 1/4"""
24363000,L1003,"1 1/4"""
32457000,L1003,"1 1/4"""
32144000,L1003,"1 1/4"""
32559000,L1003,"1 1/4"""
33242IG0,L1003,"1 1/4"""
233422431,L1003,"1 1/4"""
32114AL1,L1003,"1 1/4"""
24012000,L1003,"1 1/4"""
2339310E,L1003,"1 1/4"""
20015IG0,L1003,"1 1/4"""
20593MG0,L1003,"1 1/4"""
104746GN00,L1003,"1 1/4"""
20893000,L1003,"1 1/4"""
32042DA3,L1003,"1 1/4"""
32935GN1,L1003,"1 1/4"""
33561003,L1003,"1 1/4"""
33348000,L1003,"1 1/4"""
33558003,L1003,"1 1/4"""
33241L00,L1003,"1 1/4"""
332652433,L1003,"1 1/4"""
32631KS0,L1003,"1 1/4"""
24171GL1,L1003,"1 1/4"""
23552001,L1003,"1 1/4"""
23791001,L1003,"1 1/4"""
33133IP0,L1003,"1 1/4"""
23851AL4,L1003,"1 1/4"""
23989003,L1003,"1 1/4"""
24362DL0,L1003,"1 1/4"""
20664SD0,L1003,"1 1/4"""
20620G00,L1003,"1 1/4"""
20620AG0,L1003,"1 1/4"""
1018840000,L1003,"1 1/4"""
21652IG0,L1003,"1 1/4"""
24171GF1,L1003,"1 1/4"""
24170GF1,L1003,"1 1/4"""
33201G00,L1003,"1 1/4"""
20649DL0,L1003,"1 1/4"""
21134DA0,L1003,"1 1/4"""
24177001,L1003,"1 1/4"""
23462GL1,L1003,"1 1/4"""
24414DC0,L1003,"1 1/4"""
24160DC1,L1003,"1 1/4"""
32284001,L1003,"1 1/4"""
32628000,L1003,"1 1/4"""
24030000,L1003,"1 1/4"""
33134NA0,L1003,"1 1/4"""
36331001,L1003,"1 1/4"""
21138KF0,L1003,"1 1/4"""
233492431,L1003,"1 1/4"""
32633LS0,L1003,"1 1/4"""
1017672430,L1003,"1 1/4"""
21144DL0,L1003,"1 1/4"""
20593AL0,L1003,"1 1/4"""
1018562430,L1003,"1 1/4"""
1047430000,L1003,"1 1/4"""
104780KF00,L1003,"1 1/4"""
104742KF00,L1003,"1 1/4"""
21105LG0,L1003,"1 1/4"""
32108GL3,L1003,"1 1/4"""
31137000,L1003,"1 1/4"""
21019DA3,L1003,"1 1/4"""
32757A01,L1003,"1 1/4"""
33278IG0,L1003,"1 1/4"""
23976003,L1003,"1 1/4"""
23575001,L1003,"1 1/4"""
32631LS0,L1003,"1 1/4"""
33155LG0,L1003,"1 1/4"""
33001AG0,L1003,"1 1/4"""
21650000,L1003,"1 1/4"""
23871GN4,L1003,"1 1/4"""
203042431,L1003,"1 1/4"""
33156L00,L1003,"1 1/4"""
21092000,L1003,"1 1/4"""
33038L00,L1003,"1 1/4"""
23537002,L1003,"1 1/4"""
23873003,L1003,"1 1/4"""
24173A01,L1003,"1 1/4"""
24203002,L1003,"1 1/4"""
20188001,L1003,"1 1/4"""
20620LG0,L1003,"1 1/4"""
20595MS0,L1003,"1 1/4"""
1016950000,L1003,"1 1/4"""
23427LS0,L1003,"1 1/4"""
20649DC0,L1003,"1 1/4"""
23462001,L1003,"1 1/4"""
20216001,L1003,"1 1/4"""
21101000,L1003,"1 1/4"""
21145DL0,L1003,"1 1/4"""
21144MS0,L1003,"1 1/4"""
32628A01,L1003,"1 1/4"""
32636KS0,L1003,"1 1/4"""
32929001,L1003,"1 1/4"""
32249000,L1003,"1 1/4"""
32763000,L1003,"1 1/4"""
3220410E,L1003,"1 1/4"""
32174002,L1003,"1 1/4"""
32109AL1,L1003,"1 1/4"""
32935A01,L1003,"1 1/4"""
1018332430,L1003,"1 1/4"""
21144000,L1003,"1 1/4"""
20593GL0,L1003,"1 1/4"""
20595GL0,L1003,"1 1/4"""
23117DC0,L1003,"1 1/4"""
23351001,L1003,"1 1/4"""
104746DL00,L1003,"1 1/4"""
20653AG0,L1003,"1 1/4"""
32042DC3,L1003,"1 1/4"""
32830001,L1003,"1 1/4"""
20643GL0,L1003,"1 1/4"""
32629002,L1003,"1 1/4"""
33561002,L1003,"1 1/4"""
